title,rate,desc,tags,url
PHP and wordpress help needed across 3 apps,$14,"We have a wordpress and then another PHP based ERP + CRM. 

Wordpress and CRM are preinstalled 
ERP needs installation on a sub-domain

1. Setup SSL(2) on our wordpress 
2. Configure Social logins on two sites (one wordpress and another php)(both pre-developed)
3. Setup ERP code base in PHP on a new subdomain(code ready)
4. Reset Superadmin credentials","Amazon Web Services, HTML, MySQL, PHP, WordPress",https://www.freelancer.com/projects/php/php-wordpress-help-needed-across/
website design and stripe payment with PHP code-igniter,$297,"website design and stripe payment with PHP code-igniter 

Website is 80% completed,  Need to add stripe payment gateway for 6 products in my website.","Graphic Design, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/website-design-stripe-payment-with/
Project for php expert,$457,I am looking for php developer,"HTML, MySQL, PHP, Software Architecture, Website Design",https://www.freelancer.com/projects/php/project-for-php-expert-24394793/
Looking for a MERN Stack Developer [NOT AGENCY],$150,"Hi,

I'm looking for a Full Stack Developer, whom i can work with on my projects for long term.
Skills set :- MERN Stack & PHP 
CMS :- WHMCS, Laravel

I can provide you with the theme, you need to work on the backend and implement the entire project.

Let me know

Thanks!","HTML, Laravel, MySQL, PHP, React.js",https://www.freelancer.com/projects/php/looking-for-mern-stack-developer/
Google Sheet Load via PHP,$14/hr,"i want to List/update data from Google Sheet Via my PHP code.
Setup already done on Google API part i want help from Code side.
Start your proposal as GOOGLE  15$ my budget","Google Maps API, HTML, Javascript, PHP, Software Architecture",https://www.freelancer.com/projects/php/google-sheet-load-via-php/
AJAX search filter for custom post types with AJAX pagination,$26,"The page is already built with the search filter and pagination but currently, the page loads and the search for custom post types are not workin...search filter and pagination but currently, the page loads and the search for custom post types are not working. So the task is to make the filter working and load the poss in ajax and same for pagination.","AJAX, Javascript, jQuery / Prototype, PHP, WordPress",https://www.freelancer.com/projects/ajax/ajax-search-filter-for-custom/
Implement responsive design,$46,"...find it responsive but other pages of this website is not responsive. We want to have this responsive design copied to all other pages of the website. But you need to make a PHP template where links, ads and any common section should be in saperate common include file.

Please do visit site before bidding.

Start bid #IreadHoroRequirment and lowest bid","CSS, HTML, Javascript, PHP, Website Design",https://www.freelancer.com/projects/php/implement-responsive-design/
A PHP based Reverse Proxy script,$156,"...need php script that will allow me to catch all requests going to '[login to view URL]' and in the background pass them to ''backdomain' and display the result exactly in the same way.

Features:
1- open source
2- support both GET and POST
3-handle cookie,session and http header
4- support https
5- timeout retry //i can change the time
6- work on php 7.3","AJAX, PHP",https://www.freelancer.com/projects/php/php-based-reverse-proxy-script/
"PHP Web. Upload File, mysql and encryption.",$139,"PHP Web. Upload File, mysql and encryption. Will share the data","AJAX, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/php-web-upload-file-mysql/
Requirement of a PHP Guy,$203,"Requirement of a php guy with knowledge of HTML,Ajax,J query, node js, angular js and have a good knowledge in linux [login to view URL] time work","Angular.js, HTML, Linux, node.js, PHP",https://www.freelancer.com/projects/angular-js/requirement-php-guy/
Bulk Email Server Setup with application,$74,"...plan to move the application to a new raw server.

we need someone you help us host the application along with complete email server configuration

OS : Centos
Database : Mysql
Php v7.3
Postfix or Sendmail.
SPF,DMARC,RDNS,DKIM,FEEDBACK-LOOP,SPAMASSIGN
IP rotation

whatever other things would be required for smooth email marketing services, we would also","Email Handling, Interspire, Linux, MySQL, PHP",https://www.freelancer.com/projects/linux/bulk-email-server-setup-with-24392236/
Build a website + Backend System + Mobile Apps for a beauty Salon,$655,"Need to build a full fledged website for a beauty salon with integration to Backend systems

Visual layout should be similiar to the lella wordpress theme but it nee...build a full fledged website for a beauty salon with integration to Backend systems

Visual layout should be similiar to the lella wordpress theme but it needs to be built on PHP MYSQL.","Graphic Design, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/build-website-backend-system-mobile/
PHP scraping expert,$64,"Hello 
Take a look at this script .
I used it before for scraping horse racing result from skysport
But now skysport have modify it website

I need to fix this scrip
If you can fix this script, please bid.
Good luck","Javascript, MySQL, PHP, Software Architecture, Web Scraping",https://www.freelancer.com/projects/php/php-scraping-expert-24392148/
PHP DEVELOPER,$173,"NEED A DEVELOPER WHO HAVE 4+ YEAR OF EXPERIENCE IN PHP CODEIGNITOR.
REQ. TO DEVELOP A WEBSITE 
FRONTEND + BACKEND BOTH.
NEED A FULL STACK DEVELOPER.","CakePHP, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/php-developer-24391755/
Dynamic Hotel Mapping Tool with 5 hotel apis,$386,"...data mapping tool, csv data mapping tool, excel data mapping tool, gui network drive mapping tool, building attendance result checking system universities php sql, dynamic arc text tool flash, php import mapping tool, vtiger mapping tool, hotel reporting tool, social relationship mapping tool, dynamic report ireport tool, flash relationship mapping tool","JSON, MySQL, node.js, PHP, XML",https://www.freelancer.com/projects/php/dynamic-hotel-mapping-tool-with/
E-Learning Platform For Computer Training Institute,$164,We are running Computer Training Institute So we require a build e-learning Platform for Students. we require all Essential features of E-learning Platforms in PHP and Mysql.,"Graphic Design, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/learning-platform-for-computer-training/
"PHP Web. Upload File, mysql and encryption.",$139,"PHP Web. Upload File, mysql and encryption. Will share the data","AJAX, Javascript, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/php-web-upload-file-mysql/
Requirement of a PHP Guy,$203,"Requirement of a php guy with knowledge of HTML,Ajax,J query, node js, angular js and have a good knowledge in linux [login to view URL] time work","Angular.js, HTML, Linux, node.js, PHP",https://www.freelancer.com/projects/angular-js/requirement-php-guy/
Bulk Email Server Setup with application,$74,"...plan to move the application to a new raw server.

we need someone you help us host the application along with complete email server configuration

OS : Centos
Database : Mysql
Php v7.3
Postfix or Sendmail.
SPF,DMARC,RDNS,DKIM,FEEDBACK-LOOP,SPAMASSIGN
IP rotation

whatever other things would be required for smooth email marketing services, we would also","Email Handling, Interspire, Linux, MySQL, PHP",https://www.freelancer.com/projects/linux/bulk-email-server-setup-with-24392236/
Build a website + Backend System + Mobile Apps for a beauty Salon,$655,"Need to build a full fledged website for a beauty salon with integration to Backend systems

Visual layout should be similiar to the lella wordpress theme but it nee...build a full fledged website for a beauty salon with integration to Backend systems

Visual layout should be similiar to the lella wordpress theme but it needs to be built on PHP MYSQL.","Graphic Design, HTML, MySQL, PHP, Website Design",https://www.freelancer.com/projects/php/build-website-backend-system-mobile/
